GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US55079000101,55079000101,"Census Tract 1.01, Milwaukee County, Wisconsin",4469,453
1400000US55079000102,55079000102,"Census Tract 1.02, Milwaukee County, Wisconsin",3666,344
1400000US55079000201,55079000201,"Census Tract 2.01, Milwaukee County, Wisconsin",5073,532
1400000US55079000202,55079000202,"Census Tract 2.02, Milwaukee County, Wisconsin",6757,593
1400000US55079000301,55079000301,"Census Tract 3.01, Milwaukee County, Wisconsin",1462,107
1400000US55079000302,55079000302,"Census Tract 3.02, Milwaukee County, Wisconsin",3233,256
1400000US55079000303,55079000303,"Census Tract 3.03, Milwaukee County, Wisconsin",1949,225
1400000US55079000304,55079000304,"Census Tract 3.04, Milwaukee County, Wisconsin",3278,278
1400000US55079000400,55079000400,"Census Tract 4, Milwaukee County, Wisconsin",2527,304
1400000US55079000501,55079000501,"Census Tract 5.01, Milwaukee County, Wisconsin",3844,288
1400000US55079000502,55079000502,"Census Tract 5.02, Milwaukee County, Wisconsin",4934,481
1400000US55079000600,55079000600,"Census Tract 6, Milwaukee County, Wisconsin",6958,781
1400000US55079000700,55079000700,"Census Tract 7, Milwaukee County, Wisconsin",3560,364
1400000US55079000800,55079000800,"Census Tract 8, Milwaukee County, Wisconsin",4844,481
1400000US55079000900,55079000900,"Census Tract 9, Milwaukee County, Wisconsin",3474,316
1400000US55079001000,55079001000,"Census Tract 10, Milwaukee County, Wisconsin",3636,335
1400000US55079001100,55079001100,"Census Tract 11, Milwaukee County, Wisconsin",2317,260
1400000US55079001200,55079001200,"Census Tract 12, Milwaukee County, Wisconsin",3224,311
1400000US55079001300,55079001300,"Census Tract 13, Milwaukee County, Wisconsin",4266,612
1400000US55079001400,55079001400,"Census Tract 14, Milwaukee County, Wisconsin",2360,263
1400000US55079001500,55079001500,"Census Tract 15, Milwaukee County, Wisconsin",3431,412
1400000US55079001600,55079001600,"Census Tract 16, Milwaukee County, Wisconsin",2973,282
1400000US55079001700,55079001700,"Census Tract 17, Milwaukee County, Wisconsin",4607,505
1400000US55079001800,55079001800,"Census Tract 18, Milwaukee County, Wisconsin",3253,424
1400000US55079001900,55079001900,"Census Tract 19, Milwaukee County, Wisconsin",2966,244
1400000US55079002000,55079002000,"Census Tract 20, Milwaukee County, Wisconsin",2534,257
1400000US55079002100,55079002100,"Census Tract 21, Milwaukee County, Wisconsin",2154,257
1400000US55079002200,55079002200,"Census Tract 22, Milwaukee County, Wisconsin",1956,363
1400000US55079002300,55079002300,"Census Tract 23, Milwaukee County, Wisconsin",4015,480
1400000US55079002400,55079002400,"Census Tract 24, Milwaukee County, Wisconsin",2480,354
1400000US55079002500,55079002500,"Census Tract 25, Milwaukee County, Wisconsin",2227,236
1400000US55079002600,55079002600,"Census Tract 26, Milwaukee County, Wisconsin",2867,326
1400000US55079002700,55079002700,"Census Tract 27, Milwaukee County, Wisconsin",2153,474
1400000US55079002800,55079002800,"Census Tract 28, Milwaukee County, Wisconsin",2294,374
1400000US55079002900,55079002900,"Census Tract 29, Milwaukee County, Wisconsin",2253,321
1400000US55079003000,55079003000,"Census Tract 30, Milwaukee County, Wisconsin",4298,566
1400000US55079003100,55079003100,"Census Tract 31, Milwaukee County, Wisconsin",4141,378
1400000US55079003200,55079003200,"Census Tract 32, Milwaukee County, Wisconsin",2810,244
1400000US55079003300,55079003300,"Census Tract 33, Milwaukee County, Wisconsin",5200,449
1400000US55079003400,55079003400,"Census Tract 34, Milwaukee County, Wisconsin",6164,509
1400000US55079003500,55079003500,"Census Tract 35, Milwaukee County, Wisconsin",3614,371
1400000US55079003600,55079003600,"Census Tract 36, Milwaukee County, Wisconsin",2301,260
1400000US55079003700,55079003700,"Census Tract 37, Milwaukee County, Wisconsin",2202,201
1400000US55079003800,55079003800,"Census Tract 38, Milwaukee County, Wisconsin",2284,234
1400000US55079003900,55079003900,"Census Tract 39, Milwaukee County, Wisconsin",2703,365
1400000US55079004000,55079004000,"Census Tract 40, Milwaukee County, Wisconsin",2623,323
1400000US55079004100,55079004100,"Census Tract 41, Milwaukee County, Wisconsin",2641,282
1400000US55079004200,55079004200,"Census Tract 42, Milwaukee County, Wisconsin",3746,404
1400000US55079004300,55079004300,"Census Tract 43, Milwaukee County, Wisconsin",4620,612
1400000US55079004400,55079004400,"Census Tract 44, Milwaukee County, Wisconsin",3655,336
1400000US55079004500,55079004500,"Census Tract 45, Milwaukee County, Wisconsin",2209,399
1400000US55079004600,55079004600,"Census Tract 46, Milwaukee County, Wisconsin",2660,406
1400000US55079004700,55079004700,"Census Tract 47, Milwaukee County, Wisconsin",4098,471
1400000US55079004800,55079004800,"Census Tract 48, Milwaukee County, Wisconsin",4014,379
1400000US55079004900,55079004900,"Census Tract 49, Milwaukee County, Wisconsin",4396,449
1400000US55079005000,55079005000,"Census Tract 50, Milwaukee County, Wisconsin",5256,407
1400000US55079005100,55079005100,"Census Tract 51, Milwaukee County, Wisconsin",3491,348
1400000US55079005200,55079005200,"Census Tract 52, Milwaukee County, Wisconsin",1584,231
1400000US55079005300,55079005300,"Census Tract 53, Milwaukee County, Wisconsin",2050,218
1400000US55079005400,55079005400,"Census Tract 54, Milwaukee County, Wisconsin",3701,250
1400000US55079005500,55079005500,"Census Tract 55, Milwaukee County, Wisconsin",3207,255
1400000US55079005600,55079005600,"Census Tract 56, Milwaukee County, Wisconsin",2273,110
1400000US55079005700,55079005700,"Census Tract 57, Milwaukee County, Wisconsin",2610,156
1400000US55079005800,55079005800,"Census Tract 58, Milwaukee County, Wisconsin",3530,260
1400000US55079005900,55079005900,"Census Tract 59, Milwaukee County, Wisconsin",3563,340
1400000US55079006000,55079006000,"Census Tract 60, Milwaukee County, Wisconsin",2543,276
1400000US55079006100,55079006100,"Census Tract 61, Milwaukee County, Wisconsin",2276,352
1400000US55079006200,55079006200,"Census Tract 62, Milwaukee County, Wisconsin",2624,251
1400000US55079006300,55079006300,"Census Tract 63, Milwaukee County, Wisconsin",2320,304
1400000US55079006400,55079006400,"Census Tract 64, Milwaukee County, Wisconsin",1941,370
1400000US55079006500,55079006500,"Census Tract 65, Milwaukee County, Wisconsin",2109,245
1400000US55079006600,55079006600,"Census Tract 66, Milwaukee County, Wisconsin",2546,439
1400000US55079006700,55079006700,"Census Tract 67, Milwaukee County, Wisconsin",1200,259
1400000US55079006800,55079006800,"Census Tract 68, Milwaukee County, Wisconsin",2386,273
1400000US55079006900,55079006900,"Census Tract 69, Milwaukee County, Wisconsin",3046,329
1400000US55079007000,55079007000,"Census Tract 70, Milwaukee County, Wisconsin",2811,327
1400000US55079007100,55079007100,"Census Tract 71, Milwaukee County, Wisconsin",2001,208
1400000US55079007200,55079007200,"Census Tract 72, Milwaukee County, Wisconsin",2895,234
1400000US55079007300,55079007300,"Census Tract 73, Milwaukee County, Wisconsin",2789,277
1400000US55079007400,55079007400,"Census Tract 74, Milwaukee County, Wisconsin",4055,234
1400000US55079007500,55079007500,"Census Tract 75, Milwaukee County, Wisconsin",2522,241
1400000US55079007600,55079007600,"Census Tract 76, Milwaukee County, Wisconsin",3554,303
1400000US55079007700,55079007700,"Census Tract 77, Milwaukee County, Wisconsin",3396,367
1400000US55079007800,55079007800,"Census Tract 78, Milwaukee County, Wisconsin",3608,277
1400000US55079007900,55079007900,"Census Tract 79, Milwaukee County, Wisconsin",2223,209
1400000US55079008000,55079008000,"Census Tract 80, Milwaukee County, Wisconsin",1964,260
1400000US55079008100,55079008100,"Census Tract 81, Milwaukee County, Wisconsin",1279,179
1400000US55079008400,55079008400,"Census Tract 84, Milwaukee County, Wisconsin",1151,182
1400000US55079008500,55079008500,"Census Tract 85, Milwaukee County, Wisconsin",1162,225
1400000US55079008600,55079008600,"Census Tract 86, Milwaukee County, Wisconsin",1004,138
1400000US55079008700,55079008700,"Census Tract 87, Milwaukee County, Wisconsin",1304,209
1400000US55079008800,55079008800,"Census Tract 88, Milwaukee County, Wisconsin",1643,269
1400000US55079008900,55079008900,"Census Tract 89, Milwaukee County, Wisconsin",1058,239
1400000US55079009000,55079009000,"Census Tract 90, Milwaukee County, Wisconsin",2586,362
1400000US55079009100,55079009100,"Census Tract 91, Milwaukee County, Wisconsin",2239,364
1400000US55079009200,55079009200,"Census Tract 92, Milwaukee County, Wisconsin",1865,213
1400000US55079009300,55079009300,"Census Tract 93, Milwaukee County, Wisconsin",2609,197
1400000US55079009400,55079009400,"Census Tract 94, Milwaukee County, Wisconsin",2574,212
1400000US55079009500,55079009500,"Census Tract 95, Milwaukee County, Wisconsin",2149,152
1400000US55079009600,55079009600,"Census Tract 96, Milwaukee County, Wisconsin",2039,320
1400000US55079009700,55079009700,"Census Tract 97, Milwaukee County, Wisconsin",1661,305
1400000US55079009800,55079009800,"Census Tract 98, Milwaukee County, Wisconsin",1532,165
1400000US55079009900,55079009900,"Census Tract 99, Milwaukee County, Wisconsin",1175,161
1400000US55079010600,55079010600,"Census Tract 106, Milwaukee County, Wisconsin",1314,201
1400000US55079010700,55079010700,"Census Tract 107, Milwaukee County, Wisconsin",2505,270
1400000US55079010800,55079010800,"Census Tract 108, Milwaukee County, Wisconsin",2598,281
1400000US55079011000,55079011000,"Census Tract 110, Milwaukee County, Wisconsin",2763,257
1400000US55079011100,55079011100,"Census Tract 111, Milwaukee County, Wisconsin",1547,124
1400000US55079011200,55079011200,"Census Tract 112, Milwaukee County, Wisconsin",2298,190
1400000US55079011300,55079011300,"Census Tract 113, Milwaukee County, Wisconsin",2052,221
1400000US55079011400,55079011400,"Census Tract 114, Milwaukee County, Wisconsin",1446,114
1400000US55079012200,55079012200,"Census Tract 122, Milwaukee County, Wisconsin",2082,292
1400000US55079012300,55079012300,"Census Tract 123, Milwaukee County, Wisconsin",1031,180
1400000US55079012400,55079012400,"Census Tract 124, Milwaukee County, Wisconsin",2661,303
1400000US55079012500,55079012500,"Census Tract 125, Milwaukee County, Wisconsin",2141,155
1400000US55079012600,55079012600,"Census Tract 126, Milwaukee County, Wisconsin",2432,235
1400000US55079012700,55079012700,"Census Tract 127, Milwaukee County, Wisconsin",1252,140
1400000US55079012800,55079012800,"Census Tract 128, Milwaukee County, Wisconsin",3091,220
1400000US55079012900,55079012900,"Census Tract 129, Milwaukee County, Wisconsin",3231,341
1400000US55079013000,55079013000,"Census Tract 130, Milwaukee County, Wisconsin",1938,188
1400000US55079013300,55079013300,"Census Tract 133, Milwaukee County, Wisconsin",1012,133
1400000US55079013400,55079013400,"Census Tract 134, Milwaukee County, Wisconsin",2234,384
1400000US55079013500,55079013500,"Census Tract 135, Milwaukee County, Wisconsin",2082,386
1400000US55079013600,55079013600,"Census Tract 136, Milwaukee County, Wisconsin",2238,303
1400000US55079013700,55079013700,"Census Tract 137, Milwaukee County, Wisconsin",1506,152
1400000US55079014100,55079014100,"Census Tract 141, Milwaukee County, Wisconsin",1562,190
1400000US55079014300,55079014300,"Census Tract 143, Milwaukee County, Wisconsin",2432,170
1400000US55079014400,55079014400,"Census Tract 144, Milwaukee County, Wisconsin",2960,259
1400000US55079014600,55079014600,"Census Tract 146, Milwaukee County, Wisconsin",3720,276
1400000US55079014700,55079014700,"Census Tract 147, Milwaukee County, Wisconsin",3151,285
1400000US55079014800,55079014800,"Census Tract 148, Milwaukee County, Wisconsin",2077,385
1400000US55079014900,55079014900,"Census Tract 149, Milwaukee County, Wisconsin",1440,226
1400000US55079015700,55079015700,"Census Tract 157, Milwaukee County, Wisconsin",2892,391
1400000US55079015800,55079015800,"Census Tract 158, Milwaukee County, Wisconsin",2591,278
1400000US55079015900,55079015900,"Census Tract 159, Milwaukee County, Wisconsin",3609,486
1400000US55079016000,55079016000,"Census Tract 160, Milwaukee County, Wisconsin",3289,439
1400000US55079016100,55079016100,"Census Tract 161, Milwaukee County, Wisconsin",3624,298
1400000US55079016200,55079016200,"Census Tract 162, Milwaukee County, Wisconsin",3181,323
1400000US55079016300,55079016300,"Census Tract 163, Milwaukee County, Wisconsin",4457,525
1400000US55079016400,55079016400,"Census Tract 164, Milwaukee County, Wisconsin",4381,445
1400000US55079016500,55079016500,"Census Tract 165, Milwaukee County, Wisconsin",2131,252
1400000US55079016600,55079016600,"Census Tract 166, Milwaukee County, Wisconsin",1879,288
1400000US55079016700,55079016700,"Census Tract 167, Milwaukee County, Wisconsin",3527,412
1400000US55079016800,55079016800,"Census Tract 168, Milwaukee County, Wisconsin",3355,434
1400000US55079016900,55079016900,"Census Tract 169, Milwaukee County, Wisconsin",3668,510
1400000US55079017000,55079017000,"Census Tract 170, Milwaukee County, Wisconsin",5958,589
1400000US55079017100,55079017100,"Census Tract 171, Milwaukee County, Wisconsin",2897,246
1400000US55079017200,55079017200,"Census Tract 172, Milwaukee County, Wisconsin",2945,229
1400000US55079017300,55079017300,"Census Tract 173, Milwaukee County, Wisconsin",4087,476
1400000US55079017400,55079017400,"Census Tract 174, Milwaukee County, Wisconsin",3169,342
1400000US55079017500,55079017500,"Census Tract 175, Milwaukee County, Wisconsin",3993,525
1400000US55079017600,55079017600,"Census Tract 176, Milwaukee County, Wisconsin",2666,338
1400000US55079017900,55079017900,"Census Tract 179, Milwaukee County, Wisconsin",2885,217
1400000US55079018000,55079018000,"Census Tract 180, Milwaukee County, Wisconsin",2877,207
1400000US55079018100,55079018100,"Census Tract 181, Milwaukee County, Wisconsin",1663,114
1400000US55079018200,55079018200,"Census Tract 182, Milwaukee County, Wisconsin",1696,94
1400000US55079018300,55079018300,"Census Tract 183, Milwaukee County, Wisconsin",2434,269
1400000US55079018400,55079018400,"Census Tract 184, Milwaukee County, Wisconsin",1471,113
1400000US55079018500,55079018500,"Census Tract 185, Milwaukee County, Wisconsin",2013,185
1400000US55079018600,55079018600,"Census Tract 186, Milwaukee County, Wisconsin",2754,283
1400000US55079018700,55079018700,"Census Tract 187, Milwaukee County, Wisconsin",3735,490
1400000US55079018800,55079018800,"Census Tract 188, Milwaukee County, Wisconsin",2178,237
1400000US55079018900,55079018900,"Census Tract 189, Milwaukee County, Wisconsin",1983,307
1400000US55079019000,55079019000,"Census Tract 190, Milwaukee County, Wisconsin",4761,377
1400000US55079019100,55079019100,"Census Tract 191, Milwaukee County, Wisconsin",3822,337
1400000US55079019200,55079019200,"Census Tract 192, Milwaukee County, Wisconsin",3143,240
1400000US55079019300,55079019300,"Census Tract 193, Milwaukee County, Wisconsin",2723,165
1400000US55079019400,55079019400,"Census Tract 194, Milwaukee County, Wisconsin",4036,218
1400000US55079019500,55079019500,"Census Tract 195, Milwaukee County, Wisconsin",3520,224
1400000US55079019600,55079019600,"Census Tract 196, Milwaukee County, Wisconsin",3492,228
1400000US55079019700,55079019700,"Census Tract 197, Milwaukee County, Wisconsin",5505,596
1400000US55079019800,55079019800,"Census Tract 198, Milwaukee County, Wisconsin",5707,325
1400000US55079019900,55079019900,"Census Tract 199, Milwaukee County, Wisconsin",4009,293
1400000US55079020000,55079020000,"Census Tract 200, Milwaukee County, Wisconsin",3493,324
1400000US55079020100,55079020100,"Census Tract 201, Milwaukee County, Wisconsin",3785,433
1400000US55079020200,55079020200,"Census Tract 202, Milwaukee County, Wisconsin",3535,287
1400000US55079020300,55079020300,"Census Tract 203, Milwaukee County, Wisconsin",4160,306
1400000US55079020400,55079020400,"Census Tract 204, Milwaukee County, Wisconsin",3531,266
1400000US55079020500,55079020500,"Census Tract 205, Milwaukee County, Wisconsin",3079,304
1400000US55079020600,55079020600,"Census Tract 206, Milwaukee County, Wisconsin",3695,270
1400000US55079020700,55079020700,"Census Tract 207, Milwaukee County, Wisconsin",4321,279
1400000US55079020800,55079020800,"Census Tract 208, Milwaukee County, Wisconsin",3329,198
1400000US55079020900,55079020900,"Census Tract 209, Milwaukee County, Wisconsin",2836,178
1400000US55079021000,55079021000,"Census Tract 210, Milwaukee County, Wisconsin",2293,139
1400000US55079021100,55079021100,"Census Tract 211, Milwaukee County, Wisconsin",1405,125
1400000US55079021200,55079021200,"Census Tract 212, Milwaukee County, Wisconsin",2346,192
1400000US55079021300,55079021300,"Census Tract 213, Milwaukee County, Wisconsin",1699,110
1400000US55079021400,55079021400,"Census Tract 214, Milwaukee County, Wisconsin",3646,318
1400000US55079021500,55079021500,"Census Tract 215, Milwaukee County, Wisconsin",3037,187
1400000US55079021600,55079021600,"Census Tract 216, Milwaukee County, Wisconsin",4933,325
1400000US55079021700,55079021700,"Census Tract 217, Milwaukee County, Wisconsin",6473,412
1400000US55079021800,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2506,200
1400000US55079030100,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",4364,102
1400000US55079035100,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2290,92
1400000US55079035200,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",4416,91
1400000US55079040100,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",1558,98
1400000US55079050101,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",5874,349
1400000US55079050102,55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",6202,351
1400000US55079060101,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",4022,224
1400000US55079060102,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",3078,173
1400000US55079060200,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",5768,271
1400000US55079070100,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",4424,173
1400000US55079070200,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",4915,147
1400000US55079070300,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",4760,188
1400000US55079080100,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2703,169
1400000US55079080200,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",3596,189
1400000US55079080300,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",3828,201
1400000US55079080400,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",3240,217
1400000US55079090100,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",4388,253
1400000US55079090200,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",1926,112
1400000US55079090300,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",3230,204
1400000US55079090600,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",4717,267
1400000US55079090700,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",3278,172
1400000US55079090800,55079090800,"Census Tract 908, Milwaukee County, Wisconsin",2350,138
1400000US55079090900,55079090900,"Census Tract 909, Milwaukee County, Wisconsin",3914,264
1400000US55079091000,55079091000,"Census Tract 910, Milwaukee County, Wisconsin",4864,304
1400000US55079091100,55079091100,"Census Tract 911, Milwaukee County, Wisconsin",4367,192
1400000US55079091200,55079091200,"Census Tract 912, Milwaukee County, Wisconsin",4942,533
1400000US55079091300,55079091300,"Census Tract 913, Milwaukee County, Wisconsin",3713,227
1400000US55079091400,55079091400,"Census Tract 914, Milwaukee County, Wisconsin",2297,125
1400000US55079100100,55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",3651,459
1400000US55079100200,55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",4027,281
1400000US55079100300,55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",2681,249
1400000US55079100400,55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",2708,194
1400000US55079100500,55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",3595,246
1400000US55079100600,55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",2150,166
1400000US55079100700,55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",3131,289
1400000US55079100800,55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",2904,172
1400000US55079100900,55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",3866,319
1400000US55079101000,55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",4991,387
1400000US55079101100,55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",1818,153
1400000US55079101200,55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",3239,212
1400000US55079101300,55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",2890,215
1400000US55079101400,55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",3821,228
1400000US55079101500,55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",4672,391
1400000US55079101600,55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",4463,388
1400000US55079101700,55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",3382,243
1400000US55079101800,55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",2557,218
1400000US55079110100,55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",4200,22
1400000US55079120101,55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",4114,289
1400000US55079120102,55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",3946,197
1400000US55079120201,55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",3690,270
1400000US55079120202,55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",3062,174
1400000US55079120203,55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",3410,230
1400000US55079120300,55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",2102,137
1400000US55079120400,55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",6810,404
1400000US55079120501,55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",4387,260
1400000US55079120502,55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",5374,400
1400000US55079130100,55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",4876,208
1400000US55079130200,55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",2828,210
1400000US55079140100,55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",3013,202
1400000US55079140201,55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",5257,257
1400000US55079140202,55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",6023,262
1400000US55079150100,55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",8915,316
1400000US55079150301,55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",5945,238
1400000US55079150303,55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",4807,258
1400000US55079150304,55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",4450,270
1400000US55079160100,55079160100,"Census Tract 1601, Milwaukee County, Wisconsin",6672,367
1400000US55079160202,55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",7158,386
1400000US55079160203,55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",6315,375
1400000US55079160204,55079160204,"Census Tract 1602.04, Milwaukee County, Wisconsin",5274,327
1400000US55079160300,55079160300,"Census Tract 1603, Milwaukee County, Wisconsin",10169,328
1400000US55079170100,55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",2708,217
1400000US55079170200,55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",3974,233
1400000US55079170300,55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",2461,200
1400000US55079170400,55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",3142,165
1400000US55079170500,55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",2518,244
1400000US55079170600,55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",3542,279
1400000US55079170700,55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",2840,298
1400000US55079180100,55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",2942,326
1400000US55079180200,55079180200,"Census Tract 1802, Milwaukee County, Wisconsin",5071,502
1400000US55079180300,55079180300,"Census Tract 1803, Milwaukee County, Wisconsin",3130,277
1400000US55079180400,55079180400,"Census Tract 1804, Milwaukee County, Wisconsin",2636,290
1400000US55079180500,55079180500,"Census Tract 1805, Milwaukee County, Wisconsin",4571,614
1400000US55079185100,55079185100,"Census Tract 1851, Milwaukee County, Wisconsin",4576,296
1400000US55079185200,55079185200,"Census Tract 1852, Milwaukee County, Wisconsin",4956,303
1400000US55079185300,55079185300,"Census Tract 1853, Milwaukee County, Wisconsin",3701,251
1400000US55079185400,55079185400,"Census Tract 1854, Milwaukee County, Wisconsin",1452,208
1400000US55079185500,55079185500,"Census Tract 1855, Milwaukee County, Wisconsin",1790,256
1400000US55079185600,55079185600,"Census Tract 1856, Milwaukee County, Wisconsin",1628,221
1400000US55079185700,55079185700,"Census Tract 1857, Milwaukee County, Wisconsin",2037,464
1400000US55079185800,55079185800,"Census Tract 1858, Milwaukee County, Wisconsin",1449,184
1400000US55079185900,55079185900,"Census Tract 1859, Milwaukee County, Wisconsin",1065,210
1400000US55079186000,55079186000,"Census Tract 1860, Milwaukee County, Wisconsin",1550,198
1400000US55079186100,55079186100,"Census Tract 1861, Milwaukee County, Wisconsin",2092,313
1400000US55079186200,55079186200,"Census Tract 1862, Milwaukee County, Wisconsin",1506,153
1400000US55079186300,55079186300,"Census Tract 1863, Milwaukee County, Wisconsin",3576,251
1400000US55079186400,55079186400,"Census Tract 1864, Milwaukee County, Wisconsin",1460,142
1400000US55079186500,55079186500,"Census Tract 1865, Milwaukee County, Wisconsin",1693,285
1400000US55079186600,55079186600,"Census Tract 1866, Milwaukee County, Wisconsin",2266,212
1400000US55079186800,55079186800,"Census Tract 1868, Milwaukee County, Wisconsin",1560,255
1400000US55079186900,55079186900,"Census Tract 1869, Milwaukee County, Wisconsin",2353,196
1400000US55079187000,55079187000,"Census Tract 1870, Milwaukee County, Wisconsin",3466,252
1400000US55079187200,55079187200,"Census Tract 1872, Milwaukee County, Wisconsin",5783,283
1400000US55079187300,55079187300,"Census Tract 1873, Milwaukee County, Wisconsin",6395,313
1400000US55079187400,55079187400,"Census Tract 1874, Milwaukee County, Wisconsin",3249,277
1400000US55079980000,55079980000,"Census Tract 9800, Milwaukee County, Wisconsin",0,9
1400000US55079990000,55079990000,"Census Tract 9900, Milwaukee County, Wisconsin",0,9
